  728.6222       2700   279.4885   277.7121    88.3778    7.30112    3.58149   270.0000
  719.7934       2800   278.7661   276.9131    87.8372    6.98352    3.66072   270.0000
  711.0475       2900   278.0448   276.1150    87.2919    6.67799    3.73618   270.0000
  702.3841       3000   277.3245   275.3177    86.7417    6.38412    3.80797   270.0000
  693.8027       3100   276.6052   274.5211    86.1870    6.10151    3.87621   270.0000
  685.3027       3200   275.8869   273.7252    85.6278    5.82979    3.94101   270.0000
  676.8839       3300   275.1695   272.9301    85.0642    5.56857    4.00250   270.0000
  668.5456       3400   274.4529   272.1355    84.4964    5.31750    4.06079   270.0000
  660.2875       3500   273.7371   271.3416    83.9243    5.07625    4.11600   270.0000
  652.1089       3600   273.0221   270.5482    83.3481    4.84447    4.16827   270.0000
  644.0096       3700   272.3078   269.7554    82.7680    4.62184    4.21772   270.0000
  635.9889       3800   271.5942   268.9632    82.1838    4.40805    4.26446   270.0000
  628.0465       3900   270.8811   268.1714    81.5959    4.20281    4.30862   270.0000
  620.1817       4000   270.1687   267.3800    81.0041    4.00580    4.35031   270.0000
  612.3942       4100   269.4569   266.5891    80.4086    3.81676    4.38965   270.0000
  604.6834       4200   268.7456   265.7986    79.8095    3.63541    4.42676   270.0000
  597.0488       4300   268.0347   265.0084    79.2069    3.46148    4.46174   270.0000
  589.4900       4400   267.3244   264.2186    78.6007    3.29471    4.49470   270.0000
  582.0064       4500   266.6145   263.4292    77.9910    3.13486    4.52574   270.0000
  574.5975       4600   265.9050   262.6400    77.3779    2.98167    4.55497   270.0000
  567.2629       4700   265.1958   261.8511    76.7616    2.83493    4.58247   270.0000
  560.0021       4800   264.4870   261.0625    76.1419    2.69439    4.60834   270.0000
  552.8144       4900   263.7786   260.2741    75.5190    2.55984    4.63267   270.0000
  545.6995       5000   263.0704   259.4858    74.8929    2.43106    4.65555   270.0000
  538.6569       5100   262.3626   258.6978    74.2636    2.30785    4.67705   270.0000
  531.6859       5200   261.6549   257.9099    73.6313    2.19000    4.69724   270.0000
  524.7862       5300   260.9476   257.1222    72.9959    2.07731    4.71621   270.0000
  517.9573       5400   260.2404   256.3346    72.3575    1.96961    4.73403   270.0000
  511.1985       5500   259.5334   255.5470    71.7162    1.86670    4.75076   270.0000
  504.5094       5600   258.8265   254.7596    71.0719    1.76841    4.76645   270.0000
  497.8896       5700   258.1198   253.9721    70.4248    1.67456    4.78119   270.0000
  491.3385       5800   257.4133   253.1847    69.7748    1.58499    4.79501   270.0000
  484.8556       5900   256.7068   252.3973    69.1220    1.49954    4.80798   270.0000
  478.4403       6000   256.0004   251.6099    68.4664    1.41804    4.82014   270.0000
  472.0923       6100   255.2941   250.8224    67.8081    1.34034    4.83154   270.0000
  465.8110       6200   254.5878   250.0349    67.1471    1.26630    4.84224   270.0000
  459.5959       6300   253.8816   249.2473    66.4834    1.19577    4.85226   270.0000
  453.4465       6400   253.1753   248.4595    65.8170    1.12862    4.86166   270.0000
  447.3623       6500   252.4691   247.6716    65.1481    1.06471    4.87046   270.0000
  441.3428       6600   251.7628   246.8836    64.4766    1.00391    4.87872   270.0000
  435.3875       6700   251.0565   246.0954    63.8025    0.94610    4.88645   270.0000
  429.4960       6800   250.3501   245.3070    63.1259    0.89114    4.89369   270.0000
  423.6676       6900   249.6437   244.5184    62.4469    0.83894    4.90048   270.0000
  417.9020       7000   248.9372   243.7295    61.7653    0.78936    4.90684   270.0000
  412.1987       7100   248.2305   242.9403    61.0814    0.74230    4.91280   270.0000
  406.5571       7200   247.5238   242.1508    60.3950    0.69766    4.91837   270.0000
  400.9767       7300   246.8169   241.3611    59.7062    0.65533    4.92360   270.0000
  395.4572       7400   246.1098   240.5709    59.0151    0.61521    4.92849   270.0000
  389.9979       7500   245.4026   239.7804    58.3216    0.57721    4.93307   270.0000
  384.5984       7600   244.6952   238.9895    57.6258    0.54123    4.93736   270.0000
  379.2583       7700   243.9877   238.1982    56.9277    0.50718    4.94138   270.0000
  373.9770       7800   243.2799   237.4064    56.2273    0.47498    4.94514   270.0000
  368.7542       7900   242.5719   236.6141    55.5247    0.44454    4.94866   270.0000
  363.5892       8000   241.8636   235.8213    54.8199    0.41578    4.95195   270.0000
  358.4816       8100   241.1552   235.0280    54.1129    0.38863    4.95504   270.0000
  353.4310       8200   240.4464   234.2341    53.4036    0.36301    4.95792   270.0000
  348.4369       8300   239.7374   233.4396    52.6922    0.33885    4.96063   270.0000
  343.4987       8400   239.0281   232.6444    51.9787    0.31608    4.96316   270.0000
  338.6162       8500   238.3186   231.8486    51.2630    0.29463    4.96553   270.0000
  333.7887       8600   237.6087   231.0521    50.5453    0.27444    4.96774   270.0000
  329.0159       8700   236.8985   230.2549    49.8254    0.25544    4.96982   270.0000
  324.2972       8800   236.1879   229.4569    49.1035    0.23758    4.97176   270.0000
  319.6322       8900   235.4771   228.6581    48.3795    0.22080    4.97357   270.0000
  315.0205       9000   234.7659   227.8585    47.6535    0.20505    4.97527   270.0000
  310.4616       9100   234.0543   227.0579    46.9254    0.19027    4.97686   270.0000
  305.9551       9200   233.3423   226.2565    46.1954    0.17641    4.97835   270.0000
  301.5004       9300   232.6300   225.4540    45.4634    0.16343    4.97975   270.0000
  297.0972       9400   231.9172   224.6506    44.7294    0.15127    4.98105   270.0000
  292.7450       9500   231.2041   223.8460    43.9934    0.13990    4.98227   270.0000
  288.4434       9600   230.4906   223.0404    43.2555    0.12927    4.98341   270.0000
  284.1920       9700   229.7766   222.2336    42.5157    0.11933    4.98448   270.0000
  279.9902       9800   229.0622   221.4256    41.7740    0.11006    4.98548   270.0000
  275.8377       9900   228.3473   220.6163    41.0303    0.10142    4.98641   270.0000
  271.7340      10000   227.6320   219.8057    40.2848    0.09336    4.98729   270.0000
  267.6787      10100   226.9162   218.9937    39.5375    0.08586    4.98811   270.0000
  263.6714      10200   226.2000   218.1802    38.7882    0.07888    4.98887   270.0000
  259.7116      10300   225.4833   217.3652    38.0372    0.07240    4.98959   270.0000
  255.7990      10400   224.7661   216.5485    37.2843    0.06637    4.99026   270.0000
  251.9331      10500   224.0484   215.7302    36.5296    0.06078    4.99089   270.0000
  248.1134      10600   223.3302   214.9101    35.7731    0.05560    4.99148   270.0000
  244.3396      10700   222.6114   214.0882    35.0148    0.05081    4.99203   270.0000
  240.6113      10800   221.8922   213.2642    34.2547    0.04637    4.99254   270.0000
  236.9281      10900   221.1724   212.4383    33.4929    0.04226    4.99302   270.0000
  233.2894      11000   220.4521   211.6101    32.7294    0.03848    4.99347   270.0000
  229.6950      11100   219.7312   210.7797    31.9641    0.03498    4.99389   270.0000
  226.1445      11200   219.0098   209.9469    31.1970    0.03177    4.99428   270.0000
  222.6373      11300   218.2878   209.1115    30.4283    0.02880    4.99465   270.0000
  219.1732      11400   217.5652   208.2735    29.6578    0.02608    4.99500   270.0000
  215.7517      11500   216.8421   207.4325    28.8857    0.02358    4.99532   270.0000
  212.3725      11600   216.1184   206.5886    28.1119    0.02129    4.99562   270.0000
  209.0351      11700   215.3941   205.7415    27.3364    0.01919    4.99590   270.0000
  205.7392      11800   214.6691   204.8910    26.5592    0.01727    4.99617   270.0000
  202.4843      11900   213.9436   204.0368    25.7804    0.01551    4.99642   270.0000
  199.2702      12000   213.2175   203.1788    25.0000    0.01391    4.99665   270.0000
  196.1017      12100   213.2174   203.1787    25.0000    0.01414    4.99686   270.0000
  192.9836      12200   213.2172   203.1786    25.0000    0.01436    4.99706   270.0000
  189.9151      12300   213.2171   203.1785    25.0000    0.01460    4.99725   270.0000
  186.8953      12400   213.2170   203.1784    25.0000    0.01483    4.99743   270.0000
  183.9236      12500   213.2169   203.1783    25.0000    0.01507    4.99760   270.0000
  180.9991      12600   213.2168   203.1782    25.0000    0.01531    4.99775   270.0000
  178.1211      12700   213.2167   203.1781    25.0000    0.01556    4.99790   270.0000
  175.2889      12800   213.2166   203.1780    25.0000    0.01581    4.99803   270.0000
  172.5018      12900   213.2164   203.1779    25.0000    0.01607    4.99816   270.0000
  169.7589      13000   213.2163   203.1778    25.0000    0.01633    4.99828   270.0000
  167.0596      13100   213.2162   203.1777    25.0000    0.01659    4.99839   270.0000
  164.4033      13200   213.2161   203.1776    25.0000    0.01686    4.99849   270.0000
  161.7892      13300   213.2160   203.1775    25.0000    0.01713    4.99859   270.0000
  159.2167      13400   213.2159   203.1774    25.0000    0.01741    4.99868   270.0000
  156.6850      13500   213.2158   203.1773    25.0000    0.01769    4.99877   270.0000
  154.1937      13600   213.2156   203.1772    25.0000    0.01797    4.99885   270.0000
  151.7419      13700   213.2155   203.1771    25.0000    0.01826    4.99892   270.0000
  149.3291      13800   213.2154   203.1770    25.0000    0.01856    4.99899   270.0000
  146.9547      13900   213.2153   203.1769    25.0000    0.01886    4.99905   270.0000
  144.6180      14000   213.2152   203.1768    25.0000    0.01916    4.99912   270.0000
  142.3185      14100   213.2151   203.1767    25.0000    0.01947    4.99917   270.0000
  140.0556      14200   213.2149   203.1766    25.0000    0.01979    4.99923   270.0000
  137.8286      14300   213.2148   203.1765    25.0000    0.02011    4.99928   270.0000
  135.6371      14400   213.2147   203.1764    25.0000    0.02043    4.99932   270.0000
  133.4804      14500   213.2146   203.1763    25.0000    0.02076    4.99937   270.0000
  131.3579      14600   213.2145   203.1762    25.0000    0.02109    4.99941   270.0000
  129.2693      14700   213.2144   203.1761    25.0000    0.02144    4.99945   270.0000
  127.2138      14800   213.2142   203.1760    25.0000    0.02178    4.99948   270.0000
  125.1910      14900   213.2141   203.1758    25.0000    0.02213    4.99951   270.0000
  123.2004      15000   213.2140   203.1757    25.0000    0.02249    4.99955   270.0000
  121.2415      15100   213.2139   203.1756    25.0000    0.02285    4.99958   270.0000
  119.3137      15200   213.2138   203.1755    25.0000    0.02322    4.99960   270.0000
  117.4165      15300   213.2137   203.1754    25.0000    0.02360    4.99963   270.0000
  115.5495      15400   213.2135   203.1753    25.0000    0.02398    4.99965   270.0000
  113.7122      15500   213.2134   203.1752    25.0000    0.02436    4.99967   270.0000
  111.9041      15600   213.2133   203.1751    25.0000    0.02476    4.99970   270.0000
  110.1247      15700   213.2132   203.1750    25.0000    0.02516    4.99972   270.0000
  108.3737      15800   213.2131   203.1749    25.0000    0.02556    4.99973   270.0000
  106.6505      15900   213.2130   203.1748    25.0000    0.02598    4.99975   270.0000
  104.9547      16000   213.2128   203.1747    25.0000    0.02640    4.99977   270.0000
  103.2858      16100   213.2127   203.1746    25.0000    0.02682    4.99978   270.0000
  101.6435      16200   213.2126   203.1745    25.0000    0.02726    4.99980   270.0000
  100.0273      16300   213.2125   203.1744    25.0000    0.02770    4.99981   270.0000
   98.4368      16400   213.2124   203.1743    25.0000    0.02814    4.99982   270.0000
   96.8716      16500   213.2123   203.1742    25.0000    0.02860    4.99983   270.0000
   95.3313      16600   213.2122   203.1741    25.0000    0.02906    4.99984   270.0000
   93.8154      16700   213.2120   203.1740    25.0000    0.02953    4.99985   270.0000
   92.3237      16800   213.2119   203.1739    25.0000    0.03000    4.99986   270.0000
   90.8557      16900   213.2118   203.1738    25.0000    0.03049    4.99987   270.0000
   89.4110      17000   213.2117   203.1737    25.0000    0.03098    4.99988   270.0000
   87.9893      17100   213.2116   203.1736    25.0000    0.03148    4.99989   270.0000
   86.5902      17200   213.2115   203.1735    25.0000    0.03199    4.99990   270.0000
   85.2134      17300   213.2114   203.1734    25.0000    0.03251    4.99990   270.0000
   83.8584      17400   213.2113   203.1733    25.0000    0.03303    4.99991   270.0000
   82.5250      17500   213.2112   203.1732    25.0000    0.03356    4.99991   270.0000
   81.2128      17600   213.2110   203.1731    25.0000    0.03411    4.99992   270.0000
   79.9215      17700   213.2109   203.1730    25.0000    0.03466    4.99992   270.0000
   78.6507      17800   213.2108   203.1729    25.0000    0.03522    4.99993   270.0000
   77.4001      17900   213.2107   203.1728    25.0000    0.03578    4.99993   270.0000
   76.1693      18000   213.2106   203.1727    25.0000    0.03636    4.99994   270.0000
   74.9582      18100   213.2105   203.1726    25.0000    0.03695    4.99994   270.0000
   73.7663      18200   213.2104   203.1725    25.0000    0.03754    4.99995   270.0000
   72.5934      18300   213.2103   203.1724    25.0000    0.03815    4.99995   270.0000
   71.4391      18400   213.2102   203.1723    25.0000    0.03877    4.99995   270.0000
   70.3031      18500   213.2101   203.1722    25.0000    0.03939    4.99996   270.0000
   69.1853      18600   213.2100   203.1721    25.0000    0.04003    4.99996   270.0000
   68.0852      18700   213.2099   203.1721    25.0000    0.04068    4.99996   270.0000
   67.0026      18800   213.2098   203.1720    25.0000    0.04133    4.99996   270.0000
   65.9372      18900   213.2097   203.1719    25.0000    0.04200    4.99997   270.0000
   64.8887      19000   213.2095   203.1718    25.0000    0.04268    4.99997   270.0000
   63.8569      19100   213.2094   203.1717    25.0000    0.04337    4.99997   270.0000
   62.8416      19200   213.2093   203.1716    25.0000    0.04407    4.99997   270.0000
   61.8423      19300   213.2092   203.1715    25.0000    0.04478    4.99997   270.0000
   60.8590      19400   213.2091   203.1714    25.0000    0.04550    4.99998   270.0000
   59.8913      19500   213.2090   203.1713    25.0000    0.04624    4.99998   270.0000
   58.9390      19600   213.2089   203.1712    25.0000    0.04698    4.99998   270.0000
   58.0018      19700   213.2089   203.1712    25.0000    0.04774    4.99998   270.0000
   57.0795      19800   213.2088   203.1711    25.0000    0.04851    4.99998   270.0000
   56.1719      19900   213.2087   203.1710    25.0000    0.04929    4.99998   270.0000
   55.2787      20000   213.2086   203.1709    25.0000    0.05009    4.99998   270.0000
   54.3998      20100   213.2085   203.1708    25.0000    0.05090    4.99998   270.0000
   53.5348      20200   213.2084   203.1707    25.0000    0.05172    4.99999   270.0000
   52.6835      20300   213.2083   203.1707    25.0000    0.05256    4.99999   270.0000
   51.8458      20400   213.2082   203.1706    25.0000    0.05341    4.99999   270.0000
   51.0214      20500   213.2081   203.1705    25.0000    0.05427    4.99999   270.0000
   50.2102      20600   213.2080   203.1704    25.0000    0.05514    4.99999   270.0000
   49.4118      20700   213.2079   203.1703    25.0000    0.05603    4.99999   270.0000
   48.6261      20800   213.2079   203.1703    25.0000    0.05694    4.99999   270.0000
   47.8529      20900   213.2078   203.1702    25.0000    0.05786    4.99999   270.0000
   47.0920      21000   213.2077   203.1701    25.0000    0.05879    4.99999   270.0000
   46.3432      21100   213.2076   203.1701    25.0000    0.05974    4.99999   270.0000
   45.6063      21200   213.2075   203.1700    25.0000    0.06071    4.99999   270.0000
   44.8811      21300   213.2075   203.1699    25.0000    0.06169    4.99999   270.0000
   44.1675      21400   213.2074   203.1698    25.0000    0.06268    4.99999   270.0000
   43.4652      21500   213.2073   203.1698    25.0000    0.06370    4.99999   270.0000
   42.7741      21600   213.2072   203.1697    25.0000    0.06472    4.99999   270.0000
   42.0939      21700   213.2072   203.1697    25.0000    0.06577    4.99999   270.0000
   41.4246      21800   213.2071   203.1696    25.0000    0.06683    5.00000   270.0000
   40.7659      21900   213.2070   203.1695    25.0000    0.06791    5.00000   270.0000
   40.1177      22000   213.2070   203.1695    25.0000    0.06901    5.00000   270.0000
